area_type_Super built-up  Area,area_type_Plot  Area,area_type_Built-up  Area,area_type_Carpet  Area,availability,location_0,location_1,location_2,location_3,location_4,location_5,location_6,location_7,location_8,location_9,location_10,location_11,size,total_sqft,bath,balcony,price
1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,1007.0,2.0,1.0,66.0
0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,54885.6,1.0,0.0,125.0
1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,1,0,1,4,5422.0,6.0,2.0,1900.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,1,1,1,2,1020.0,2.0,3.0,47.0
1.0,0.0,0.0,0.0,0,0,0,1,0,1,1,1,1,1,0,1,1,2,1000.0,2.0,0.0,150.0
0.0,1.0,0.0,0.0,0,0,0,1,0,1,1,0,0,0,0,1,0,2,800.0,3.0,1.0,59.5
0.0,1.0,0.0,0.0,0,0,0,1,0,1,1,0,1,1,1,1,1,5,1200.0,3.0,2.0,95.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1125.0,2.0,3.0,55.0
0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,1,1,0,1,1,9,1150.0,9.0,2.0,140.0
0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,909.0,2.0,1.0,43.0
0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,2850.0,5.0,0.0,240.0
1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,1,1,0,1,0,2,1400.0,2.0,3.0,85.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,1,0,1,2,1152.0,2.0,2.0,61.0
1.0,0.0,0.0,0.0,0,0,0,0,0,1,1,1,1,1,1,0,1,2,958.0,2.0,1.0,34.49
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1150.0,2.0,2.0,55.0
1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,2990.0,5.0,1.0,173.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,1310.0,2.0,2.0,85.0
1.0,0.0,0.0,0.0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,1590.0,2.0,2.0,126.0
1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,1,0,1,3,1645.0,3.0,2.0,110.0
0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,1,1,0,3,1800.0,2.0,2.0,100.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,1795.0,3.0,2.0,150.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,1,1,0,0,2,1100.0,2.0,3.0,35.0
1.0,0.0,0.0,0.0,11,0,0,0,0,0,0,0,1,0,1,0,1,1,777.0,1.0,0.0,38.535
1.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,925.0,2.0,2.0,70.0
1.0,0.0,0.0,0.0,0,0,0,0,0,1,1,1,1,1,1,1,0,3,1542.14,3.0,3.0,120.0
0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1,0,0,0,4,3746.0,6.0,1.0,375.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,1430.0,2.0,2.0,54.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,1020.0,2.0,2.0,55.0
0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,1,0,0,4,750.0,2.0,1.0,42.0
1.0,0.0,0.0,0.0,5,0,0,0,0,0,0,0,0,0,0,0,1,2,1140.0,2.0,1.0,32.92
0.0,0.0,1.0,0.0,0,0,0,0,0,1,1,0,1,1,0,1,0,3,967.0,2.0,1.0,45.0
1.0,0.0,0.0,0.0,6,0,0,0,0,0,0,0,1,1,1,0,0,4,2470.0,4.0,2.0,203.0
0.0,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,850.0,1.0,0.0,35.5
1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,1,1,1,2,1100.0,2.0,2.0,32.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,1697.0,3.0,2.0,110.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1250.0,2.0,2.0,47.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1120.0,2.0,2.0,50.0
0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,1,0,1,4,1200.0,4.0,0.0,95.0
0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,1,1,1,5,5100.0,6.0,3.0,375.0
0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,1,1,1,4,2400.0,3.0,2.0,480.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1200.0,2.0,1.0,52.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1100.0,2.0,1.0,44.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,1,0,1,3,1417.0,2.0,2.0,76.0
0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,1492.0,3.0,1.0,88.0
1.0,0.0,0.0,0.0,11,0,0,0,0,0,0,1,0,1,1,0,1,3,1498.0,3.0,3.0,79.15
0.0,0.0,1.0,0.0,0,0,0,1,0,1,1,0,1,1,0,0,1,4,3500.0,2.0,1.0,350.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1010.0,2.0,1.0,48.27
1.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0,1,1,2,1255.0,2.0,2.0,53.5
1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,1,0,0,0,1,0,2,1050.0,2.0,1.0,35.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,1,0,1,3,1847.0,3.0,2.0,125.0
1.0,0.0,0.0,0.0,5,0,0,1,0,1,0,1,0,1,0,1,0,2,1200.0,2.0,2.0,55.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,982.0,2.0,2.0,37.28
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,1,0,1,3,2144.6,4.0,2.0,145.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,750.0,2.0,1.0,36.5
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,919.0,2.0,2.0,35.0
1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,0,1,2,1087.0,2.0,1.0,54.3
0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,1,1,0,1,1,0,3,1480.0,3.0,2.0,74.0
0.0,0.0,1.0,0.0,0,0,0,0,1,0,1,0,0,1,0,0,1,2,1180.0,2.0,2.0,52.0
1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0,0,0,3,2100.0,4.0,2.0,255.0
1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,1,0,1,3,1221.0,3.0,2.0,65.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,1194.0,2.0,2.0,46.0
0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,2072.0,3.0,2.0,122.0
0.0,0.0,1.0,0.0,12,0,0,0,0,0,0,0,0,0,1,1,0,3,1600.0,3.0,2.0,69.0
1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,0,0,1,0,1,3,2200.0,3.0,2.0,98.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1640.0,3.0,3.0,220.0
1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,1,0,1,1,1,0,2,1253.0,2.0,2.0,81.5
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,1,1,1,2,1061.0,2.0,1.0,54.92
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1950.0,3.0,2.0,115.0
0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1250.0,2.0,2.0,68.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,1,1,1,3,1585.0,2.0,3.0,80.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,1452.0,3.0,3.0,60.98
1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1015.0,2.0,2.0,37.0
1.0,0.0,0.0,0.0,8,0,0,0,0,0,0,1,0,1,1,0,0,4,2464.5,6.0,0.0,118.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1125.0,2.0,2.0,56.8
1.0,0.0,0.0,0.0,5,0,0,0,0,0,0,0,0,0,0,0,1,2,1116.0,2.0,2.0,40.0
0.0,0.0,1.0,0.0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,400.0,1.0,0.0,35.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,4000.0,4.0,2.0,325.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,3900.0,4.0,2.0,410.0
1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,1300.0,2.0,2.0,100.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1419.0,2.0,1.0,60.42
1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0,0,1,3,1310.0,2.0,1.0,55.0
1.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2072.0,4.0,2.0,152.0
0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,1,0,1,0,0,1,2,1240.0,2.0,1.0,58.58
0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,1,1,1,0,1,1,3,1565.0,3.0,2.0,98.91
1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,1,0,1,3,1820.0,3.0,2.0,89.0
0.0,1.0,0.0,0.0,0,0,0,0,1,0,1,0,0,1,1,0,0,3,2500.0,3.0,1.0,88.0
0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,1,1,5,3657.0,5.0,2.0,310.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,1,0,1,0,2,1245.0,2.0,1.0,62.0
1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,1,0,0,1,0,3,1315.0,3.0,1.0,65.0
1.0,0.0,0.0,0.0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,1410.0,2.0,2.0,73.0
1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,1375.0,2.0,1.0,60.0
1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,1299.0,2.0,2.0,95.0
1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0,1,0,2,993.0,2.0,3.0,45.5
0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,1,1,1,0,1,2,1200.0,3.0,0.0,45.0
1.0,0.0,0.0,0.0,0,0,0,1,0,1,1,1,1,1,0,1,1,2,985.0,2.0,1.0,156.0
0.0,0.0,1.0,0.0,0,0,0,1,0,0,0,1,0,1,1,1,1,4,2400.0,5.0,3.0,180.0
1.0,0.0,0.0,0.0,11,0,0,0,0,0,0,0,1,1,1,0,0,3,1255.0,2.0,1.0,95.0
1.0,0.0,0.0,0.0,6,0,0,0,0,1,1,1,0,1,0,0,0,3,1655.0,3.0,2.0,131.0
1.0,0.0,0.0,0.0,12,0,0,0,0,0,0,0,0,0,1,1,0,4,2830.0,5.0,3.0,190.0
1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,6000.0,1.0,1.0,276.0
0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,550.0,1.0,1.0,15.0
1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,825.0,2.0,1.0,40.0
1.0,0.0,0.0,0.0,8,0,0,0,0,0,0,1,0,1,1,0,0,3,1634.0,3.0,1.0,111.0
0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,0,8,1200.0,6.0,3.0,105.0
1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,1222.0,2.0,2.0,80.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1500.0,3.0,2.0,63.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,1,1,3,1890.0,4.0,2.0,100.0
0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,1,0,1,0,1,4,3750.0,6.0,2.0,375.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,1,1,1,2,850.0,1.0,1.0,39.5
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1295.0,2.0,3.0,78.5
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1320.0,2.0,1.0,100.0
0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,950.0,3.0,3.0,179.0
0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,1200.0,4.0,2.0,225.0
0.0,0.0,1.0,0.0,0,0,0,0,0,1,1,1,1,0,1,0,1,4,3000.0,3.0,3.0,170.0
0.0,0.0,1.0,0.0,0,0,0,0,0,1,1,0,0,1,0,1,0,2,1197.0,2.0,1.0,82.0
1.0,0.0,0.0,0.0,0,0,0,0,0,1,1,1,1,0,0,1,1,3,1320.0,2.0,3.0,60.0
0.0,1.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,1,1,1,5,1180.0,5.0,2.0,98.5
1.0,0.0,0.0,0.0,12,0,0,0,0,0,0,0,0,0,1,1,0,1,840.0,1.0,1.0,57.6
1.0,0.0,0.0,0.0,12,0,0,0,0,0,0,0,0,0,1,1,0,1,640.0,1.0,0.0,19.83
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1693.0,3.0,1.0,71.38
1.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,1000.0,2.0,1.0,62.0
0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,1305.0,2.0,1.0,70.0
0.0,0.0,1.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,450.0,1.0,1.0,18.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,705.0,1.0,1.0,57.0
1.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,1,1,1,4,750.0,6.0,2.0,75.0
0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,1,1,1,1,5,4800.0,5.0,2.0,150.0
0.0,0.0,1.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,5000.0,5.0,2.0,600.0
0.0,1.0,0.0,0.0,0,0,0,0,1,0,1,0,0,1,1,0,0,4,5000.0,4.0,3.0,425.0
0.0,0.0,1.0,0.0,12,0,0,0,0,0,0,0,0,0,1,1,0,3,1991.0,3.0,2.0,104.0
1.0,0.0,0.0,0.0,0,0,0,0,0,1,1,1,0,0,0,0,1,3,1779.0,3.0,2.0,90.0
0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,10200.0,4.0,1.0,1250.0
1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,870.0,2.0,2.0,38.0
1.0,0.0,0.0,0.0,5,0,0,0,0,0,0,0,1,0,1,0,1,3,1595.0,3.0,2.0,120.0
1.0,0.0,0.0,0.0,12,0,0,0,0,0,0,0,1,1,1,1,0,1,525.0,1.0,1.0,26.0
0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,1,4,945.0,5.0,2.0,120.0
0.0,1.0,0.0,0.0,4,0,1,0,0,0,0,1,0,1,1,0,0,6,2400.0,4.0,2.0,420.0
1.0,0.0,0.0,0.0,12,0,0,0,1,1,0,0,1,1,0,0,1,3,2000.0,4.0,2.0,138.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,1,1,3,1614.0,3.0,2.0,93.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1200.0,2.0,3.0,40.0
0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1150.0,3.0,3.0,46.0
1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,1,1,0,0,1,4,3200.0,4.0,2.0,440.0
1.0,0.0,0.0,0.0,12,0,0,0,1,1,1,0,0,1,1,0,1,3,1610.0,3.0,2.0,80.48
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1190.0,2.0,2.0,41.0
1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,1050.0,2.0,2.0,50.0
0.0,1.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,1,4,4800.0,5.0,2.0,420.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,1460.0,2.0,1.0,97.0
1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,1,0,1,3,3400.0,3.0,3.0,400.0
0.0,1.0,0.0,0.0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,600.0,1.0,0.0,33.0
0.0,0.0,1.0,0.0,0,0,0,0,1,1,0,0,1,0,1,1,1,3,1569.0,3.0,0.0,70.0
0.0,0.0,1.0,0.0,12,0,0,0,0,1,0,0,0,0,1,0,0,3,2600.0,3.0,2.0,147.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,645.0,1.0,0.0,42.5
0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,1,1,0,4,1200.0,3.0,1.0,180.0
0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,1,0,1,3,800.0,3.0,0.0,95.0
0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0,1,0,1,1,0,2,800.0,2.0,1.0,80.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1350.0,2.0,1.0,90.0
1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,1,1,0,0,3,2780.0,4.0,1.0,325.0
1.0,0.0,0.0,0.0,3,0,0,1,1,0,0,0,0,0,1,0,0,3,1410.0,2.0,2.0,45.12
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1109.0,2.0,1.0,35.47
1.0,0.0,0.0,0.0,0,0,0,0,1,1,0,1,1,1,1,1,1,4,2000.0,3.0,2.0,1063.0
0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,800.0,1.0,0.0,72.0
1.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0,1,0,2,1215.0,2.0,1.0,68.0
0.0,1.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,1,0,0,8,1230.0,6.0,0.0,250.0
0.0,0.0,1.0,0.0,0,0,0,1,0,0,0,0,1,1,1,0,0,3,2273.0,4.0,2.0,192.0
1.0,0.0,0.0,0.0,8,0,0,0,1,0,1,0,0,0,0,1,0,2,1255.0,2.0,2.0,52.76
1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,1,0,1,0,2,1020.0,2.0,1.0,49.0
1.0,0.0,0.0,0.0,7,0,1,0,0,0,0,1,1,0,0,0,0,3,1225.0,2.0,2.0,82.0
1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,1,0,0,0,1,2,1120.0,2.0,1.0,60.0
0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,1,1,0,1,1,5,2400.0,5.0,3.0,625.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1225.0,2.0,1.0,69.0
0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,5200.0,5.0,3.0,242.0
0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,1,1,0,0,1,4,4000.0,4.0,1.0,700.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,1984.0,4.0,1.0,145.0
1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,2425.0,3.0,1.0,197.0
0.0,1.0,0.0,0.0,9,0,0,0,1,1,0,0,0,1,0,0,0,3,1200.0,3.0,1.0,56.12
1.0,0.0,0.0,0.0,8,0,0,0,0,1,1,0,0,0,1,1,0,2,1127.0,2.0,1.0,45.0
0.0,0.0,1.0,0.0,6,0,0,0,0,0,0,0,0,0,1,1,0,3,1655.0,3.0,2.0,97.0
1.0,0.0,0.0,0.0,8,0,0,0,1,1,0,0,1,1,1,0,1,1,500.0,1.0,1.0,14.0
0.0,1.0,0.0,0.0,7,0,0,0,0,0,0,1,1,0,0,0,0,3,1200.0,3.0,1.0,68.38
1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,1,0,0,1,2,1000.0,2.0,2.0,43.0
1.0,0.0,0.0,0.0,7,0,0,0,0,0,1,1,1,0,0,0,1,2,1225.0,2.0,2.0,47.88
1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,1350.0,2.0,2.0,45.0
0.0,1.0,0.0,0.0,4,0,0,0,0,0,1,0,0,1,1,0,1,4,600.0,5.0,3.0,95.0
1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,0,0,1,0,1,2,1175.0,2.0,3.0,49.0
1.0,0.0,0.0,0.0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,655.0,1.0,2.0,27.0
1.0,0.0,0.0,0.0,3,0,0,0,0,0,1,1,0,1,0,1,0,3,1311.0,2.0,1.0,84.86
0.0,1.0,0.0,0.0,0,0,0,0,1,0,1,0,1,1,1,0,0,3,600.0,4.0,0.0,90.0
0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,1000.0,2.0,1.0,38.5
1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,1,0,0,0,1,2,1196.0,2.0,1.0,96.0
0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,1050.0,2.0,1.0,59.0
1.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,1275.0,2.0,2.0,52.0
0.0,0.0,0.0,1.0,0,0,1,0,0,0,0,1,1,0,0,1,0,2,927.0,2.0,1.0,50.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1520.0,2.0,3.0,61.0
0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,1,1,0,0,1,1,4,2400.0,5.0,2.0,395.0
0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1333.0,2.0,1.0,104.0
1.0,0.0,0.0,0.0,3,0,0,1,0,0,1,0,0,1,0,1,1,1,600.0,1.0,0.0,18.0
1.0,0.0,0.0,0.0,9,0,0,0,1,0,1,0,0,1,0,0,0,3,1326.0,2.0,1.0,34.8
1.0,0.0,0.0,0.0,3,0,0,0,0,0,0,1,0,0,0,1,1,3,1773.5,2.0,2.0,85.125
0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,1370.0,2.0,2.0,125.0
1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,1100.0,2.0,2.0,85.0
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,1,1,0,3,1650.0,3.0,3.0,100.0
1.0,0.0,0.0,0.0,5,0,0,0,0,0,1,0,0,0,0,0,1,3,1917.0,3.0,2.0,132.0
0.0,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,1,1,1,3,780.0,3.0,2.0,75.0
1.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,1,1,1,2,950.0,2.0,1.0,58.11
1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,1,0,1,0,0,2,1175.0,2.0,1.0,48.72
1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,1,1,0,0,2,1089.0,2.0,1.0,43.55
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,0,0,1,3,1804.0,3.0,2.0,175.0
1.0,0.0,0.0,0.0,0,0,0,0,0,1,1,1,0,1,0,0,0,2,1257.0,2.0,1.0,68.5
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,650.0,1.0,2.0,19.87
1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1850.0,3.0,2.0,150.0
0.0,0.0,1.0,0.0,0,0,0,1,0,0,1,1,1,0,1,1,0,4,2800.0,4.0,1.0,200.0
0.0,0.0,1.0,0.0,0,0,0,0,0,1,1,1,1,0,1,1,0,2,945.0,2.0,2.0,40.0
1.0,0.0,0.0,0.0,12,0,0,0,0,1,0,0,0,1,0,0,1,2,1161.0,2.0,1.0,63.85
1.0,0.0,0.0,0.0,4,0,0,0,1,1,1,0,0,1,0,1,0,3,1630.0,3.0,2.0,51.35
1.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,1,0,0,0,3,1310.0,2.0,2.0,60.0
1.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0,0,1,1,1,0,2,750.0,2.0,1.0,28.0
0.0,1.0,0.0,0.0,9,0,0,0,0,0,0,0,0,0,1,1,0,3,1200.0,3.0,1.0,67.77
1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,1,0,1,2,1000.0,2.0,1.0,45.0
0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,1,0,1,0,0,0,4,4000.0,4.0,2.0,225.0
0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,1315.0,2.0,2.0,70.0
1.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,0,0,1,0,1,3,1370.0,2.0,2.0,90.0
0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,1,1,1,1,1,1,5,1200.0,4.0,3.0,150.0
0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,1465.0,3.0,3.0,90.0
0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,1,1,0,1,0,1,3,20000.0,3.0,2.0,175.0
1.0,0.0,0.0,0.0,4,0,0,0,0,0,0,0,1,1,0,0,1,2,1128.0,2.0,1.0,64.0
1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1250.0,2.0,2.0,70.0
1.0,0.0,0.0,0.0,6,0,0,0,0,0,0,0,1,1,1,0,0,3,1645.0,3.0,2.0,117.0
1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,1,1,0,0,3,1284.0,2.0,2.0,75.0
1.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,1,1,1,0,0,3,2600.0,3.0,2.0,199.0
